count, name, index, memory.total [MiB], memory.used [MiB], utilization.gpu [%], utilization.memory [%], power.management, power.draw [W]
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 304.47 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 298.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 298.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 298.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 298.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 298.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 298.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 298.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 295.06 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 295.06 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 295.06 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 295.06 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 295.06 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 295.06 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 295.06 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 290.20 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 290.20 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 290.20 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 290.20 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 290.20 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 290.20 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 290.20 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 286.21 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 286.21 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 286.21 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 286.21 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 286.21 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 286.21 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 286.21 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 281.67 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 281.67 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 281.67 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 92 %, Enabled, 281.67 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 281.67 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 281.67 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 281.67 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 281.67 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 281.67 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 281.67 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 281.67 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 281.67 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 281.67 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 281.67 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 284.68 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 284.68 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 284.68 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 284.68 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 284.68 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 284.68 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 284.68 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 289.54 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 289.54 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 289.54 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 289.54 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 289.54 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 289.54 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 289.54 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 294.46 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 294.46 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 294.46 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 294.46 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 294.46 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 294.46 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 294.46 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 299.32 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 299.32 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 299.32 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 299.32 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 299.32 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 299.32 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 299.32 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 302.94 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 302.94 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 302.94 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 302.94 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 302.94 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 302.94 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 302.94 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 312.98 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 312.98 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 312.98 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 312.98 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 312.98 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 312.98 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 312.98 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 315.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 315.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 315.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 100 %, 91 %, Enabled, 315.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 99 %, 90 %, Enabled, 315.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 99 %, 90 %, Enabled, 315.72 W
8, A100-SXM-80GB, 7, 81252 MiB, 22078 MiB, 99 %, 90 %, Enabled, 315.72 W
